SC_CODE	SC_NAME	SC_GROUP	SC_TYPE	OPEN	HIGH	LOW	CLOSE	LAST	PREVCLOSE	NO_TRADES	NO_OF_SHRS	NET_TURNOV	TDCLOINDI
517447	R.S.SOFTWARE	B 	Q	195.9	203	194.1	197.8	197.8	194.45	1005	40887	8117222	
517449	MAGNA ELECTR	B 	Q	74.5	74.5	74.5	74.5	74.5	71	1	1	74	
517467	MARSONS     	B 	Q	3.74	3.75	3.7	3.75	3.75	3.58	35	4526	16923	
517477	ELNET TECH. 	B 	Q	37.5	37.55	37.5	37.55	37.55	36.15	14	1650	61900	
517494	ACCEL TRANS 	B 	Q	12.35	13.01	12.35	13.01	13.01	12.99	4	103	1272	
517496	RICOH INDIA 	B 	Q	130.1	132	129.5	130.75	131	130.4	529	40017	5248254	
517498	WEBELSOLAR  	T 	Q	8.4	8.81	8.17	8.81	8.81	8.4	14	1400	11962	
517500	ROTO PUMPS  	T 	Q	147	147	147	147	147	143.3	1	250	36750	
517506	TTK PRESTIGE	A 	Q	3504.4	3510	3430	3472.95	3472.95	3477.6	237	600	2084025	
517518	LLOYD ELECT.	B 	Q	35.2	36.6	34.7	35.95	35.95	34.85	503	30658	1097015	
517530	SURANATP    	B 	Q	15	15.05	15	15.05	15.05	15.2	8	1679	25204	
517534	NIVYAHITSL  	T 	Q	1.08	1.08	1	1	1	1.03	19	18800	19770	
517536	ONWARD TECHN	T 	Q	51.4	51.4	49.5	50.25	51	50.1	33	1506	74993	
517544	CENTUM ELEC 	T 	Q	135	140	135	140	140	136	10	750	101850	
517546	ALFA TRANSFO	B 	Q	13.15	14.4	13.15	14.4	14.4	13.75	3	110	1459	
517552	ADVANCED MIC	B 	Q	10.74	10.74	10.74	10.74	10.74	11.3	3	281	3017	
517554	NHCFOODS    	B 	Q	30.75	30.95	27.7	28.85	29.15	30.25	116	7220	217198	
517556	PVP VENT LTD	B 	Q	6.06	6.34	6.06	6.25	6.25	6.24	56	13039	81611	
517562	TRIGYN TECH 	B 	Q	18.4	18.4	18.4	18.4	18.4	17.57	57	22039	405517	
517564	G.R.CABLES  	T 	Q	0.27	0.27	0.26	0.26	0.26	0.26	2	16	4	
517569	KEI INDUST. 	B 	Q	11.1	12.5	11.1	12.31	12.3	11.67	358	37038	450879	
517571	IMPPOWERS   	B 	Q	24	24.05	22.95	22.95	22.95	23	5	3201	73674	
517973	DMC EDU     	T 	Q	0.92	0.99	0.92	0.99	0.99	0.95	3	2201	2178	
518017	BHEEMA CEM  	B 	Q	8.59	8.59	8.4	8.5	8.5	8.2	7	540	4595	
518029	GUJ.SIDH.CEM	B 	Q	14.14	15.5	14.14	15.14	15.14	14.52	1042	84081	1268729	
518091	ANJANI PORTL	B 	Q	31.2	31.2	31.2	31.2	31.2	29.75	27	8139	253936	
519031	SHAH FOOD(P)	B 	Q	16.7	16.7	16.7	16.7	16.7	15.95	1	50	835	
519035	WADALA COMM 	B 	Q	2.39	2.39	2.18	2.18	2.18	2.28	5	826	1973	
519039	VIPPY INDUS.	B 	Q	6.97	6.97	6.32	6.97	6.97	6.64	6	158	1063	
519091	TASTY BITE  	B 	Q	180	180	180	180	180	180	1	100	18000	
519105	AVT NATURAL 	B 	Q	19	20.7	18.8	19.8	20.5	18.75	245	27147	535970	
519136	NAHAR INDUST	B 	Q	55.5	56	55.5	56	56	55	8	138	7727	
519152	VADILAL ENT 	T 	Q	115.75	115.75	115.75	115.75	115.75	110.25	4	639	73964	
519156	VADILAL IND 	B 	Q	154.5	155.75	151.1	153.1	153.1	152.2	288	4132	635447	
519183	ADF FOODS LT	B 	Q	53.5	53.9	52.05	52.65	53	51.3	690	32102	1699804	
519214	WILLIAM.FIN.	B 	Q	15.65	17.05	15.65	17.05	17.05	16.25	7	4000	65400	
519216	AJANTA SOYA 	B 	Q	11.47	11.55	10.8	11.5	11.5	11	11	2370	27041	
519224	WILLIAM.MAGO	B 	Q	41.05	41.1	41	41	41	40.9	18	7198	295290	
519230	RICHIRICH   	B 	Q	3.99	3.99	3.99	3.99	3.99	3.8	1	25	99	
519234	SIEL        	B 	Q	83.6	83.6	83.6	83.6	83.6	82	1	100	8360	
519248	JVL AGRO    	B 	Q	11	11	9.7	10.37	10.37	10.76	471	72058	728308	
519260	SANWARIA AGR	B 	Q	9.9	10.32	9.25	10.19	10.19	9.39	1490	332641	3385323	
519262	PRIMA AGRO L	T 	Q	6.37	6.37	6.37	6.37	6.37	6.7	1	360	2293	
519273	UNNO INDUS. 	B 	Q	37.55	37.65	36	36.8	36.85	36.75	245	341191	12555427	
519279	MADHUR IND  	B 	Q	15.95	15.95	15.95	15.95	15.95	16.75	2	101	1610	
519281	AGRO DUTCH I	B 	Q	2	2	1.95	1.95	1.95	1.91	10	8200	16399	
519287	MODERN DAIRI	B 	Q	14.35	14.93	14.16	14.6	14.6	14.29	664	35271	514515	
519295	BAMBINO AGRO	T 	Q	58.4	58.4	55.65	58.4	58.4	55.65	15	1726	100293	
519299	PRIME INDS. 	T 	Q	2.3	2.3	2.3	2.3	2.3	2.4	1	50	115	
519307	VIKAS WSP   	B 	Q	16.95	17.5	16.9	17.05	17.05	16.8	878	207477	3557386	
519359	POONA DAL   	B 	Q	17.3	17.3	17.3	17.3	17.3	17.8	1	50	865	
519373	VIMAL OIL FD	B 	Q	145	155	145	151.5	150.5	149.85	686	13094	1999972	
519383	ANIK INDS   	T 	Q	23	23	23	23	23	23.2	2	55	1265	
519421	KSE LIMITED 	B 	Q	190	190	190	190	190	194	2	70	13300	
519457	VIRAT CRANE 	T 	Q	9.49	10.45	9.49	10.45	10.45	9.98	2	302	2867	
519463	IB INFOTECH 	T 	Q	8.68	8.68	8.68	8.68	8.68	9.13	1	50	434	
519475	CHORDIA FOOD	B 	Q	39.65	39.65	39.65	39.65	39.65	37.8	1	285	11300	
519483	TAI INDUST. 	B 	Q	9.49	9.49	9.49	9.49	9.49	9.04	1	20	189	
519491	OCEAN AGRO  	T 	Q	6.85	6.85	6.85	6.85	6.85	6.53	2	20000	137000	
519532	ASIAN TEA   	B 	Q	11.2	11.2	11	11	11	11.43	3	310	3470	
519552	HERITGFOOD  	B 	Q	204.15	206.05	202	204.55	205.5	203.95	110	1826	372690	
519560	NEHA INTER. 	T 	Q	11.9	12.8	11.9	12.25	12.25	12.39	26	2431	29480	
519566	SIMRAN FARMS	B 	Q	17.75	17.75	17.75	17.75	17.75	17.55	1	100	1775	
519570	LAKSHMI OVER	B 	Q	19.1	20.35	19	20.15	20.15	19.1	923	117424	2322722	
519586	SMILAX      	B 	Q	5.93	5.93	5.43	5.78	5.78	5.65	18	1105	6039	
519600	CCL PRODUCTS	B 	Q	42.45	42.85	41.8	42.55	42.55	41.75	841	55802	2363234	
519612	MAHAAN FOODS	B 	Q	18.95	18.95	17.2	17.2	17.2	18.1	2	505	8694	
520003	VYBRA AUTO. 	B 	Q	4.72	4.72	4.72	4.72	4.72	4.5	8	1445	6820	
520008	RICO AUTO   	B 	Q	11.1	12.4	11.1	12.37	12.37	11.28	1670	541969	6647521	
520021	OMAX AUTOS. 	B 	Q	33.3	39.8	33.3	39.8	39.8	33.2	849	50470	1976448	
520043	MUNJAL SHOWA	B 	Q	71	71	70.3	70.4	70.4	70.45	100	4035	284335	
520051	JAMNA AUTO  	B 	Q	67.7	67.7	65	66	66	65.2	5	256	16993	
520056	SUNDAR.CLAY 	B 	Q	397	405	380.05	395.45	395.45	400.15	182	2454	971072	
520057	SONA KOYO ST	T 	Q	20.4	20.4	18.95	19.05	19.05	19.45	936	363173	7141882	
520059	MUNAUTO     	B 	Q	42.65	43.8	42.5	43.4	43	42.55	183	3540	153079	
520066	JAYBH.MARUTI	B 	Q	50.1	51	50.1	51	51	49.95	9	1228	61631	
520075	SAMKRG PIST.	B 	Q	48.9	50.6	48.25	50.6	50.6	49.5	19	1505	75423	
520077	AMTEK AUTO  	B 	Q	75.4	77	74.5	75.05	75.05	74.6	978	49289	3728713	
520081	EAST C.STEEL	T 	Q	60.55	62.5	59.05	62.5	62.5	59.55	8	2100	126575	
520086	SICAL LOG   	B 	Q	55	57.25	55	57.25	57.25	55	6	810	45454	
520111	RATNAMNI MET	B 	Q	132	133	130	133	133	130.1	201	1577	207963	
520113	VESUVIUS IND	B 	Q	460	468.8	458	462.6	462.9	456.35	78	480	221742	
520115	BRAKES AUTO 	T 	Q	6.04	6.04	5.99	5.99	5.99	5.8	2	53	317	
520119	AUTOMOTIVE S	B 	Q	29.5	29.7	29.5	29.7	29.7	28.3	7	750	22235	
520123	ABC INDIA   	B 	Q	102	112	102	112	112	107	5	150	16300	
520127	BALURGHAT TE	B 	Q	1.81	1.81	1.7	1.7	1.7	1.73	2	925	1671	
520139	JAGSON AIRLI	T 	Q	2.93	3.07	2.93	3.06	3.06	2.93	5	900	2729	
520151	SHREY SH LOG	B 	Q	20.6	20.6	20.55	20.55	20.55	19.65	2	300	6170	
520155	ABG INFRALOG	B 	Q	48.3	48.3	48.3	48.3	48.3	46	5	211	10191	
521016	INDO COUNT  	B 	Q	38.4	39	38.35	38.7	38.6	38.1	238	6252	242137	
521018	MARAL OVERS 	B 	Q	19.6	19.6	18.8	18.85	18.8	18.6	95	8805	168343	
521022	SURYAJYOTI S	T 	Q	7.99	8.65	7.99	8.65	8.65	8.4	5	1640	13944	
521030	NAKODA      	B 	Q	12.71	13.15	12.65	12.7	12.7	13.01	138	13492	173079	
521034	SOMA TEXTILE	B 	Q	3.1	3.1	3.1	3.1	3.1	3	3	5793	17958	
521048	ADV LIFESTY 	T 	Q	10.6	10.6	10.6	10.6	10.6	10.6	1	200	2120	
521056	CHESLIND TEX	B 	Q	5.6	5.6	5.4	5.4	5.4	5.49	9	5200	28920	
521062	OCTAVE      	B 	Q	19.35	19.65	18.9	19.3	19.35	19.35	641	62435	1207221	
521064	TRIDENT     	B 	Q	18.25	18.9	18.15	18.4	18.4	18.1	1095	242334	4491084	
521070	ALOK INDS.  	B 	Q	8.45	8.75	8.43	8.69	8.69	8.45	2185	609631	5257448	
521076	AMIT SPIN.  	T 	Q	0.49	0.5	0.49	0.49	0.49	0.51	3	253	126	
521080	PASARI SPIN 	T 	Q	6.18	6.18	6.18	6.18	6.18	6.5	1	500	3090	
521082	SPENTEX INDS	T 	Q	4.99	4.99	4.57	4.99	4.99	4.8	5	302	1422	
521097	AMARJOTHI SP	B 	Q	79.8	79.8	76	79	79	77	7	2121	168196	
521109	NAGREEKA EXP	B 	Q	17	17	16.75	16.75	16.75	16.25	13	2447	41237	
521131	ANJANI DHAM 	B 	Q	8.4	8.4	7.16	8.35	8.35	7.95	4	506	3630	
521149	PRIME URBAN 	T 	Q	5.5	5.5	5.5	5.5	5.5	5.72	5	5345	29397	
521161	SRI LAK.SAR.	B 	Q	32	32	32	32	32	32	2	1000	32000	
521163	ZODIAC CLOTH	B 	Q	210	210	210	210	210	210	2	1288	270480	
521167	FRONT BUSS  	B 	Q	3.55	3.65	3.51	3.65	3.65	3.58	78	22533	81428	
521180	SUPER SPIN. 	B 	Q	5.65	5.65	5.65	5.65	5.65	5.75	1	100	565	
521200	SURYLAK.COTT	B 	Q	47.35	49.45	47.3	49.35	49.4	48.35	124	1131	54629	
521210	CITYMAN     	T 	Q	9.25	9.25	9.25	9.25	9.25	8.82	2	20	185	
521226	UNI ROYAL IN	B 	Q	2.84	2.84	2.84	2.84	2.84	2.71	1	200	568	
521228	TATIA GLOB  	B 	Q	0.6	0.6	0.6	0.6	0.6	0.61	1	200	120	
521238	SEQUEL E-ROU	B 	Q	2.57	2.57	2.57	2.57	2.57	2.7	1	100	257	
521244	CHITRA.SPIN.	B 	Q	6.2	6.2	6.2	6.2	6.2	6.24	2	600	3720	
521246	PARAS PETRO 	T 	Q	0.25	0.25	0.23	0.24	0.24	0.24	13	117200	28039	
521248	KITEX GARMEN	B 	Q	83.45	83.5	80.3	81.05	81.95	82.4	178	7039	570994	
522004	BATLIBOI LTD	B 	Q	12	12.65	11.77	12.65	12.65	12.25	15	1210	14858	
522005	AUSTIN ENGG.	B 	Q	43.5	43.5	43.25	43.25	43.25	45.5	4	126	5474	
522017	FLUIDOMAT   	B 	Q	69	69	65.1	68.55	68.55	69	10	1711	113301	
522029	WINDSOR MACH	B 	Q	20	20.4	19.8	19.8	19.8	19.5	20	26949	543934	
522034	SHANTHI GEAR	B 	Q	63	65.05	62.8	64.1	64.95	63	543	1732	110930	
522064	HONDA SIEL  	B 	Q	464.8	473.9	462	466.25	466.5	465.7	153	907	421878	
522073	HI-TECH GEAR	B 	Q	80.2	81.5	80	81.5	81.5	80.05	8	440	35296	
522074	ELGI EQUIP  	B 	Q	84.5	86.5	84.5	84.95	84.65	85	39	1868	159001	
522080	VULCAN ENG. 	B 	Q	12.72	12.72	12.25	12.7	12.7	12.12	5	1750	22114	
522085	STONE INDIA 	B 	Q	16.8	16.9	16.2	16.2	16.2	16	21	4601	77478	
522101	KILBURN ENGG	B 	Q	16	16	16	16	16	16.6	10	2934	46944	
522105	BIRLA PRETEC	B 	Q	2.71	2.72	2.38	2.44	2.52	2.52	90	26432	67693	
522108	YUKEN INDIA 	B 	Q	142	145	142	142	142	141.75	5	1265	179780	
522113	TIMKEN (I)  	B 	Q	172.8	174.3	171	172.25	172.25	171.75	900	7763	1338908	
522122	VOITH PAPER 	B 	Q	250.1	257.5	250.1	257.5	257.5	258.8	6	350	89755	
522134	ARTSON ENG  	B 	Q	18.5	18.5	18.5	18.5	18.5	18	1	200	3700	
522152	SOLITAIR MC 	B 	Q	14.75	14.75	14.75	14.75	14.75	15.5	1	100	1475	
522163	DIAMONPOWER 	B 	Q	60.4	61.3	60	60.35	60.35	59.2	705	41520	2512523	
522165	INDSIL HYD  	B 	Q	23	23.9	23	23.75	23.75	22.9	5	2150	49666	
522175	SHIVVANI OIL	T 	Q	14.74	14.77	14.1	14.77	14.77	14.07	273	40152	586365	
522183	ITL INDUSTRS	B 	Q	18.2	18.2	18.2	18.2	18.2	17.5	3	123	2238	
522195	FRONTIER SPR	B 	Q	12.74	12.74	12.74	12.74	12.74	12.14	3	1256	16001	
522205	PRAJ IND.LTD	B 	Q	45.6	47.45	45.3	46.7	46.7	45.15	2291	286138	13305555	
522207	RASANDIK ENG	B 	Q	16.2	16.9	16.2	16.9	16.9	16.2	2	26	421	
522209	YOGI SUNGWON	B 	Q	11.37	11.37	11.37	11.37	11.37	12.67	3	500	5685	
522215	SWISS GLASS 	B 	Q	33.55	36.4	33.25	36.4	36.4	34.85	3	270	9057	
522217	GUJ APO IND 	B 	Q	104.4	106	104	104.85	104.85	104.4	230	6482	678456	
522229	TANEJA AERO.	B 	Q	26.25	26.25	24.8	25.2	25.2	27.5	21	2855	73114	
522233	VHCLINDUS   	B 	Q	21.25	21.25	19.3	19.3	19.3	20	39	5041	97415	
522241	M.M.FORGINGS	B 	Q	94	95	93	94	94	93.6	211	1299	122284	
522245	IYKOT HITEC 	T 	Q	5.79	5.79	5.79	5.79	5.79	6.09	1	2	11	
522249	MAYUR UNIQ. 	B 	Q	345	345	335.05	339.1	338	340.75	86	454	154595	
522251	CENLUB INDUS	B 	Q	19	19.1	18.9	19.1	19.1	18.2	10	2001	37939	
522257	RAJOO ENGIN.	B 	Q	6.35	6.48	6.33	6.48	6.48	6.33	4	1100	6990	
522259	KALINDEE RAI	B 	Q	75	77.5	74.9	75.1	75.1	74.25	1588	87445	6677738	
522261	DOLPHIN OFF.	B 	Q	82.7	82.7	79.5	79.95	79.95	81.6	154	3891	313218	
522263	JMC PROJECTS	B 	Q	81.5	87.5	80	84.7	84.7	81.65	424	11175	936607	
522267	VEEJAY LAKSH	T 	Q	26.25	26.25	26.25	26.25	26.25	27.55	1	1	26	
522275	ALSTOMT&D   	B 	Q	204.5	210	203.25	208.45	208.45	203.05	1093	27580	5693932	
522281	RAM RAT.WIRE	B 	Q	18.5	18.5	18.5	18.5	18.5	18.1	2	200	3700	
522285	JAY NECO IND	B 	Q	11.3	11.3	9.25	9.83	9.94	9.44	345	64723	634021	
522287	KALPA.POWER 	B 	Q	91.5	93.3	89.55	91.6	92	89.5	768	37763	3466967	
522289	IFM IMPEX   	T 	Q	20.2	20.2	20.2	20.2	20.2	19.35	1	10	202	
522292	CHANDNI TE  	B 	Q	0.25	0.25	0.25	0.25	0.25	0.25	1	1	0	
522294	T & I GLOBAL	T 	Q	11.74	11.74	11.74	11.74	11.74	11.19	2	1000	11740	
522295	CONTROL PRNT	T 	Q	65.05	65.05	62.6	62.6	62.6	62	3	600	38785	
523007	ANSAL BUILD.	B 	Q	37	37	36.95	36.95	36.95	36	3	135	4993	
523011	WEIZMANN LTD	B 	Q	6.45	6.45	6.45	6.45	6.45	6.15	1	75	483	
523023	SINCLAIR HOT	B 	Q	245	246.1	245	245.05	245.05	266	12	372	91236	
523100	COSMO FERR. 	B 	Q	5.93	5.95	5.93	5.95	5.95	5.67	3	1100	6543	
523116	SANCO TRANS 	B 	Q	163.95	164	163.95	164	164	163.95	6	6	983	
523120	ADOR MULTI. 	T 	Q	15.04	15.04	15.04	15.04	15.04	14.33	1	15	225	
523127	EIH ASSO.HOT	B 	Q	122	124.9	122	124.9	124.9	121.9	5	389	47750	
523133	BONANZA IND.	T 	Q	93	98	92	98	98	94	83	51350	4848700	
523144	MEDI CAPS   	T 	Q	7.28	7.28	7.28	7.28	7.28	6.94	5	7414	53973	
523160	MORGAN CRU  	B 	Q	272.1	272.1	272.1	272.1	272.1	272	1	50	13605	
523200	CLASS.DIAM. 	B 	Q	0.99	0.99	0.99	0.99	0.99	1.03	6	7521	7445	
523204	ABAN OFFSHO 	B 	Q	391.45	393.6	383.25	386.3	386.3	388	9084	223985	87193935	
523207	KOKUYOCMLN  	T 	Q	35	36.1	34.75	35.95	36	35.25	197	12675	452028	
523209	NICCO UCO AL	T 	Q	0.53	0.53	0.53	0.53	0.53	0.52	2	11	5	
523221	MCS LTD     	B 	Q	6.43	6.43	6.43	6.43	6.43	6.14	4	110	707	
523229	BHARAT SEATS	B 	Q	13.9	13.9	13.52	13.7	13.7	13.7	11	3251	44295	
523236	SHRENUJ & CO	B 	Q	97.5	103	97.5	100.15	100.15	99.6	1026	72640	7293976	
523248	MACHINO PLAS	B 	Q	23.2	24.2	22.35	22.35	22.35	23.45	3	250	5815	
523260	PEARL POLYME	B 	Q	5.61	5.61	5.15	5.15	5.15	5.35	3	110	612	
523261	VENKEY'S (I)	B 	Q	463.35	471.8	463.35	467.2	466	465	32	341	159080	
523277	G.V.FILMS   	B 	Q	0.51	0.52	0.49	0.52	0.52	0.5	365	70205	36115	
523283	SUPER HOUSE 	B 	Q	115.55	115.55	115.55	115.55	115.55	110.05	165	22357	2583351	
523301	TCPL PACK   	B 	Q	67.5	69	67.5	69	69	69	4	1010	69675	
523307	PANASONIC   	T 	Q	62.95	62.95	59.5	59.5	59.5	60	2	11	657	
523319	BALMER LAWRI	B 	Q	324.75	327	318.05	320.5	320.5	319.75	477	5840	1888969	
523323	KOVAI MEDI. 	T 	Q	163.95	163.95	153	153	153	157	21	1077	165451	
523329	ELDECO HOUS.	B 	Q	186	186	186	186	186	194.95	3	86	15996	
523363	STERL.HOL.RS	B 	Q	82.5	84.9	81	84.4	84.4	82.05	323	22884	1909186	
523367	DCM SHR.CON 	B 	Q	57	57	55.75	55.85	55.85	55.75	107	4575	257091	
523369	DCM SHR.IND 	B 	Q	35.75	35.75	34.5	35.75	35.75	34.05	15	422	14982	
523371	MAWANA SUGAR	T 	Q	7.81	8.15	7.81	8.15	8.15	7.77	39	3571	28333	
523385	NILKAMAL L  	B 	Q	156	161.3	155	158.85	158.85	155.95	383	9956	1578526	
523391	NAHAR POLY  	B 	Q	12	12.01	12	12.01	12.01	12.2	3	633	7597	
523395	3M INDIA LTD	B 	Q	3699.85	3699.9	3630	3630.05	3630.05	3630	11	11	40262	
523398	HITACHI HOME	T 	Q	156	158.5	154.05	154.95	154.95	155.7	44	2614	408208	
523405	JM FINANCIAL	B 	Q	29.2	29.8	29.1	29.6	29.6	29.1	3204	383116	11305155	
523411	ADCINDIA    	B 	Q	135	135	135	135	135	134	2	1000	135000	
523419	TAMIL.TELE. 	T 	Q	5.3	5.3	5.3	5.3	5.3	5.5	1	1259	6672	
523445	REL INDL INF	B 	Q	377.25	390	374.3	386.8	386.8	375.25	6252	163441	62456318	
523449	SHARP INDIA 	B 	Q	11.75	11.9	11	11.9	11.9	11.35	11	1009	11576	
523455	TECHTRN.POLY	B 	Q	14.75	14.75	14.75	14.75	14.75	15.2	2	200	2950	
523457	LINDEINDIA  	B 	Q	330	333	327	328.8	329.5	328.65	107	1143	376794	
523465	IND.BANK HSG	B 	Q	4.51	4.51	4.51	4.51	4.51	4.51	1	89	401	
523467	JAIMATA GLAS	T 	Q	0.32	0.32	0.3	0.32	0.32	0.31	12	32477	10352	
523475	LOTUS CHOC  	B 	Q	64.8	64.8	64	64	64	64.75	3	300	19320	
523477	GUJ.GAS COMP	B 	Q	268	284.9	266.25	275.95	275.95	266.95	729	11970	3323976	
523489	CMM HOSPITAL	B 	Q	6.54	6.54	6.54	6.54	6.54	6.23	4	1120	7324	
523519	UNI OFF AUTO	B 	Q	1.54	1.54	1.54	1.54	1.54	1.47	1	100	154	
523523	RAINBOW PAP.	B 	Q	74.6	75.6	74.6	75.1	75.1	75.05	782	56741	4258135	
523537	APM INDUS.  	B 	Q	27.6	27.75	27.3	27.5	27.3	27.2	104	7207	198572	
523539	PRECISION WR	T 	Q	77.4	77.8	75.55	75.6	75.6	74.1	76	2243	173137	
523550	KRYPTON IND 	B 	Q	11.35	12.2	11.35	12	12	11.8	4	95	1114	
523574	FRL         	A 	Q	77.9	81.05	77.5	79.3	79.3	77.65	9562	1200116	95529577	
523576	FLAWLESS DIA	B 	Q	0.2	0.21	0.2	0.21	0.21	0.2	3	7400	1549	
523586	IND.TONERS  	B 	Q	17.15	17.15	17.15	17.15	17.15	17.5	4	1250	21437	
523592	JENSON &NICH	B 	Q	2.44	2.5	2.4	2.5	2.5	2.89	37	23620	57693	
523594	KUNSTSTOFFE 	T 	Q	15.55	15.55	15.55	15.55	15.55	16.35	2	1000	15550	
523598	SHIPP.CORPN 	B 	Q	42.9	44.35	42.7	43.65	43.65	42.55	2546	335752	14678596	
523606	SIKA INTER. 	B 	Q	25.2	26.45	24	26.45	26.45	25.2	11	4428	111588	
523610	ITI LTD.    	B 	Q	16.8	17.2	16.8	16.85	16.85	16.7	407	53736	912186	
523618	DREDGING COR	B 	Q	281.2	291.9	281.2	284.4	284.4	283.25	368	4274	1230867	
523628	PODDARDEV   	B 	Q	101	101	101	101	101	101	1	100	10100	
523630	NATIONAL FER	B 	Q	24.25	25	24.2	24.45	24.45	24.1	721	93623	2300226	
523642	PI INDUS.LTD	B 	Q	240.1	252	240.05	250.35	250.35	247.2	357	3014	748677	
523648	PLASTIBLEND 	B 	Q	103.8	103.8	101	102.1	102.1	102	23	1408	144005	
523650	REDEX PROTEC	T 	Q	5.9	5.9	5.9	5.9	5.9	5.8	1	100	590	
523658	RISHIROOP RU	B 	Q	8.29	8.29	8.29	8.29	8.29	7.9	1	100	829	
523660	WATERBASE   	B 	Q	10	10.02	10	10.01	10.01	9.11	10	3011	30135	
523670	NOIDA MEDI  	B 	Q	11.25	11.25	11.01	11.01	11.01	11.1	3	522	5867	
523672	FLEX FOODS  	B 	Q	31.8	31.8	30.75	31.4	31.3	31.05	314	24366	762765	
523676	GOLKUNDA DIA	T 	Q	10	10	10	10	10	9.62	1	10	100	
523694	APCOTEX IND 	B 	Q	121	122.95	120.2	122.2	121.55	120.05	306	1752	213315	
523696	FORTIS MLR  	B 	Q	24	24.7	24	24.45	24.45	23.65	38	1635	39792	
523704	MASTEK LTD  	B 	Q	161.65	161.75	158.25	159.05	159.05	159.05	910	26643	4259583	
523708	EIMCO ELECON	B 	Q	155	162	155	162	162	156	6	226	35049	
523710	SAYAJI HOTEL	B 	Q	117.75	118.05	116	118.05	118.05	117.75	5	126	14793	
523716	ASHIANA HOU 	B 	Q	70.6	70.6	70	70	70	70.7	18	1536	107625	
523722	SVAM SOFTWAR	B 	Q	0.47	0.47	0.47	0.47	0.47	0.45	4	1501	705	
523724	VIJAY SHA.BU	B 	Q	14.6	15.16	14.5	14.85	14.77	14.5	131	5834	85886	
523736	DPTL        	B 	Q	117.2	118.9	115	115.9	115.9	116.9	236	5511	642772	
523752	IO SYSTEM   	B 	Q	7.05	7.05	7.05	7.05	7.05	7.42	1	1	7	
523754	EPC INDUS.  	B 	Q	115.05	128	115.05	122.4	121	116.15	1688	64454	7988376	
523756	SREIINFRA   	B 	Q	23.6	24.25	23.5	23.9	23.8	23.7	742	151675	3631295	
523768	GUJ.BOROSIL 	B 	Q	4.88	5.04	4.88	5.04	5.04	4.81	2	700	3432	
523792	MAZDA LTD   	B 	Q	107	108.5	103.25	105.95	106	104.75	122	1226	128645	
523796	VICEROY HOTE	B 	Q	19.6	22.5	17.55	21.7	21.7	19.2	9218	1676384	35188550	
523810	DIVINE      	T 	Q	2.02	2.02	2.02	2.02	2.02	2.06	9	110800	223816	
523820	NEOCORP INTE	B 	Q	16.65	16.65	15.3	15.3	15.3	16.06	581	192411	3010786	
523828	MENON BEAR. 	B 	Q	33	33	32.5	32.5	32.5	33.9	3	100	3250	
523836	GUJ.RAFFIA  	T 	Q	3.4	3.4	3.1	3.1	3.1	3.24	4	234	753	
523838	SIMPLX INFRA	B 	Q	85.85	89	85.85	87.95	88	86.9	64	1918	167734	
523840	INN.TECH.PAC	B 	Q	22.45	23.9	20.4	23.9	23.9	22.3	134	11706	262881	
523842	SUPER TANNER	B 	Q	1.5	1.57	1.5	1.5	1.5	1.5	12	51550	78725	
523856	TORR CABS   	B 	Q	65.6	69.7	65.6	68.4	68.4	67.8	15	1607	110112	
523890	DS.KULKARNI 	B 	Q	54	58.6	54	56.05	56.05	53.9	1685	57712	3257276	
524000	MAGMA FIN   	B 	Q	69.45	70	69.05	69.15	69.05	68.35	642	2845	198131	
524013	HIND.FLUROCA	B 	Q	3.85	4.15	3.85	4.15	4.15	3.96	5	1700	6755	
524019	HYDRO S & S 	B 	Q	36	36.9	35.55	36.9	36.9	35.5	31	1725	62263	
524031	PATIDAR     	T 	Q	158	158	158	158	158	157	8	2000	316000	
524037	RAMA PHOSPH 	B 	Q	37	39	37	37.85	37.65	38.2	64	2274	87598	
524051	POLYPLEX    	B 	Q	154.7	166.4	154	158.9	158.9	154.35	642	14108	2280551	
524075	ALBERT DAVID	B 	Q	119	119	118.9	118.9	118.9	118	8	390	46409	
524080	HAR.LEATHER 	B 	Q	13.8	13.8	12.5	12.5	12.5	13.15	5	722	9941	
524084	MONSANTO (I)	B 	Q	825	870	820.6	848.2	848.2	818.05	2646	22855	19496424	
524091	ACRYCIL LTD.	B 	Q	204.85	204.85	188	188	188	205	82	7465	1433458	
524109	KABRA EXTR  	B 	Q	37.75	37.75	35.15	35.6	36	36.25	896	10904	392823	
524129	VINYL CHEM  	B 	Q	12.15	12.15	12.15	12.15	12.15	12.24	7	1300	15795	
524138	MAHIN COMP  	B 	Q	41.75	42	41.75	41.95	41.85	42.3	24	202	8466	
524156	T C M LTD.  	B 	Q	57.05	57.05	57.05	57.05	57.05	60	1	300	17115	
524164	IOL CHEM PH 	B 	Q	22.25	22.95	22.25	22.35	22.35	23.3	4	119	2661	
524200	VINATI ORG. 	B 	Q	192.75	193	185.1	190.05	191.5	191.2	354	13532	2569831	
524202	LACTOSE(I)  	T 	Q	9.07	9.07	9.07	9.07	9.07	9.08	1	50	453	
524208	AARTI INDUST	B 	Q	98	99.5	97.4	99.15	99.15	98.9	334	15475	1525918	
524212	WANBURY LTD 	T 	Q	24	26.3	23.95	26.05	26.1	25.05	131	6194	157792	
